snippet,sentiment,tokenize,normalisasi,lemmatisasi,stopwords,stemming,sentiment_encoded
sangat kecewa setelah refund januari saya tidak menerima notifikasi tagihan bunga atau denda dari traveloka paylater baru agustus saya diberi tahu via whatsapp bahwa ada tunggakan sejak berbulan bulan lalu dan bi checking saya sudah tercoreng ini bukan soal nominal tapi kelalaian sistem traveloka yang merugikan saya secara reputasi dan finansial tidak transparan tidak ada tanggung jawab,Negatif,"['sangat', 'kecewa', 'setelah', 'refund', 'januari', 'saya', 'tidak', 'menerima', 'notifikasi', 'tagihan', 'bunga', 'atau', 'denda', 'dari', 'traveloka', 'paylater', 'baru', 'agustus', 'saya', 'diberi', 'tahu', 'via', 'whatsapp', 'bahwa', 'ada', 'tunggakan', 'sejak', 'berbulan', 'bulan', 'lalu', 'dan', 'bi', 'checking', 'saya', 'sudah', 'tercoreng', 'ini', 'bukan', 'soal', 'nominal', 'tapi', 'kelalaian', 'sistem', 'traveloka', 'yang', 'merugikan', 'saya', 'secara', 'reputasi', 'dan', 'finansial', 'tidak', 'transparan', 'tidak', 'ada', 'tanggung', 'jawab']","['sangat', 'kecewa', 'setelah', 'refund', 'januari', 'saya', 'tidak', 'menerima', 'notifikasi', 'tagihan', 'bunga', 'atau', 'denda', 'dari', 'traveloka', 'paylater', 'baru', 'agustus', 'saya', 'diberi', 'tahu', 'via', 'whatsapp', 'bahwa', 'ada', 'tunggakan', 'sejak', 'berbulan', 'bulan', 'lalu', 'dan', 'bi', 'checking', 'saya', 'sudah', 'tercoreng', 'ini', 'bukan', 'soal', 'nominal', 'tapi', 'kelalaian', 'sistem', 'traveloka', 'yang', 'merugikan', 'saya', 'secara', 'reputasi', 'dan', 'finansial', 'tidak', 'transparan', 'tidak', 'ada', 'tanggung', 'jawab']","['sangat', 'kecewa', 'setelah', 'refund', 'januari', 'saya', 'tidak', 'menerima', 'notifikasi', 'tagihan', 'bunga', 'atau', 'denda', 'dari', 'traveloka', 'paylater', 'baru', 'agustus', 'saya', 'diberi', 'tahu', 'via', 'whatsapp', 'bahwa', 'ada', 'tunggakan', 'sejak', 'berbulan', 'bulan', 'lalu', 'dan', 'bi', 'checking', 'saya', 'sudah', 'tercoreng', 'ini', 'bukan', 'soal', 'nominal', 'tapi', 'kelalaian', 'sistem', 'traveloka', 'yang', 'merugikan', 'saya', 'secara', 'reputasi', 'dan', 'finansial', 'tidak', 'transparan', 'tidak', 'ada', 'tanggung', 'jawab']","['kecewa', 'refund', 'januari', 'menerima', 'notifikasi', 'tagihan', 'bunga', 'denda', 'traveloka', 'paylater', 'agustus', 'via', 'whatsapp', 'tunggakan', 'berbulan', 'bi', 'checking', 'tercoreng', 'nominal', 'tapi', 'kelalaian', 'sistem', 'traveloka', 'merugikan', 'reputasi', 'finansial', 'transparan', 'tanggung']","['kecewa', 'refund', 'januari', 'terima', 'notifikasi', 'tagih', 'bunga', 'denda', 'traveloka', 'paylater', 'agustus', 'via', 'whatsapp', 'tunggak', 'bulan', 'bi', 'checking', 'coreng', 'nominal', 'tapi', 'lalai', 'sistem', 'traveloka', 'rugi', 'reputasi', 'finansial', 'transparan', 'tanggung']",0
tiba tiba di blokir limit tanpa pemberitahuan,Negatif,"['tiba', 'tiba', 'di', 'blokir', 'limit', 'tanpa', 'pemberitahuan']","['tiba', 'tiba', 'di', 'blokir', 'limit', 'tanpa', 'pemberitahuan']","['tiba', 'tiba', 'di', 'blokir', 'limit', 'tanpa', 'pemberitahuan']","['blokir', 'limit', 'pemberitahuan']","['blokir', 'limit', 'pemberitahuan']",0
simple dan efisien sangat membantu sekali,Positif,"['simple', 'dan', 'efisien', 'sangat', 'membantu', 'sekali']","['simpel', 'dan', 'efisien', 'sangat', 'membantu', 'sekali']","['simpel', 'dan', 'efisien', 'sangat', 'membantu', 'sekali']","['simpel', 'efisien', 'membantu']","['simpel', 'efisien', 'membantu']",2
sangat membantu transportasi dan akomodasi,Positif,"['sangat', 'membantu', 'transportasi', 'dan', 'akomodasi']","['sangat', 'membantu', 'transportasi', 'dan', 'akomodasi']","['sangat', 'membantu', 'transportasi', 'dan', 'akomodasi']","['membantu', 'transportasi', 'akomodasi']","['membantu', 'transportasi', 'akomodasi']",2
traveloka tambah lama tambah mahal ya adminnya,Netral,"['traveloka', 'tambah', 'lama', 'tambah', 'mahal', 'ya', 'adminnya']","['traveloka', 'tambah', 'lama', 'tambah', 'mahal', 'ya', 'adminnya']","['traveloka', 'tambah', 'lama', 'tambah', 'mahal', 'ya', 'adminnya']","['traveloka', 'lama', 'mahal', 'adminnya']","['traveloka', 'lama', 'mahal', 'adminnya']",1
mudah pesan hotel dan banyak promonya,Positif,"['mudah', 'pesan', 'hotel', 'dan', 'banyak', 'promonya']","['mudah', 'pesan', 'hotel', 'dan', 'banyak', 'promonya']","['mudah', 'pesan', 'hotel', 'dan', 'banyak', 'promonya']","['mudah', 'pesan', 'hotel', 'promonya']","['mudah', 'pesan', 'hotel', 'promonya']",2
knp pesanan sy di apk traveloka gak muncul pdhal e tiket udh terbit dan di krm ke email,Netral,"['knp', 'pesanan', 'sy', 'di', 'apk', 'traveloka', 'gak', 'muncul', 'pdhal', 'e', 'tiket', 'udh', 'terbit', 'dan', 'di', 'krm', 'ke', 'email']","['kenapa', 'pesanan', 'saya', 'di', 'aplikasi', 'traveloka', 'tidak', 'muncul', 'padahal', 'e', 'tiket', 'udh', 'terbit', 'dan', 'di', 'krm', 'ke', 'email']","['kenapa', 'pesanan', 'saya', 'di', 'aplikasi', 'traveloka', 'tidak', 'muncul', 'padahal', 'e', 'tiket', 'udh', 'terbit', 'dan', 'di', 'krm', 'ke', 'email']","['pesanan', 'aplikasi', 'traveloka', 'muncul', 'e', 'tiket', 'udh', 'terbit', 'krm', 'email']","['pesan', 'aplikasi', 'traveloka', 'muncul', 'e', 'tiket', 'udh', 'terbit', 'krm', 'email']",1
app sangat baik dan mudah dimengerti,Positif,"['app', 'sangat', 'baik', 'dan', 'mudah', 'dimengerti']","['aplikasi', 'sangat', 'baik', 'dan', 'mudah', 'dimengerti']","['aplikasi', 'sangat', 'baik', 'dan', 'mudah', 'dimengerti']","['aplikasi', 'baik', 'mudah', 'dimengerti']","['aplikasi', 'baik', 'mudah', 'erti']",2
min aku saranin buat kursi kasih tanda kalo kursi udah penuh jadi ga bolak balik cari capek min,Netral,"['min', 'aku', 'saranin', 'buat', 'kursi', 'kasih', 'tanda', 'kalo', 'kursi', 'udah', 'penuh', 'jadi', 'ga', 'bolak', 'balik', 'cari', 'capek', 'min']","['admin', 'aku', 'saranin', 'buat', 'kursi', 'kasih', 'tanda', 'kalau', 'kursi', 'sudah', 'penuh', 'jadi', 'tidak', 'bolak', 'balik', 'cari', 'capek', 'admin']","['admin', 'aku', 'saranin', 'buat', 'kursi', 'kasih', 'tanda', 'kalau', 'kursi', 'sudah', 'penuh', 'jadi', 'tidak', 'bolak', 'balik', 'cari', 'capek', 'admin']","['admin', 'saranin', 'kursi', 'kasih', 'tanda', 'kursi', 'penuh', 'bolak', 'cari', 'capek', 'admin']","['admin', 'saranin', 'kursi', 'kasih', 'tanda', 'kursi', 'penuh', 'bolak', 'cari', 'capek', 'admin']",1
aplikasi nya sangat membantu dan bs dpt harga lebih murah,Positif,"['aplikasi', 'nya', 'sangat', 'membantu', 'dan', 'bs', 'dpt', 'harga', 'lebih', 'murah']","['aplikasi', 'nya', 'sangat', 'membantu', 'dan', 'bisa', 'dpt', 'harga', 'lebih', 'murah']","['aplikasi', 'nya', 'sangat', 'membantu', 'dan', 'bisa', 'dpt', 'harga', 'lebih', 'murah']","['aplikasi', 'membantu', 'dpt', 'harga', 'murah']","['aplikasi', 'membantu', 'dpt', 'harga', 'murah']",2
mau pesan tiket atau pun hotel yg terlintas dipikiran cuma traveloka traveloka is the best,Positif,"['mau', 'pesan', 'tiket', 'atau', 'pun', 'hotel', 'yg', 'terlintas', 'dipikiran', 'cuma', 'traveloka', 'traveloka', 'is', 'the', 'best']","['mau', 'pesan', 'tiket', 'atau', 'pun', 'hotel', 'yang', 'terlintas', 'dipikiran', 'cuma', 'traveloka', 'traveloka', 'is', 'the', 'best']","['mau', 'pesan', 'tiket', 'atau', 'pun', 'hotel', 'yang', 'terlintas', 'dipikiran', 'cuma', 'traveloka', 'traveloka', 'is', 'the', 'best']","['pesan', 'tiket', 'hotel', 'terlintas', 'dipikiran', 'traveloka', 'traveloka', 'is', 'the', 'best']","['pesan', 'tiket', 'hotel', 'lintas', 'pikir', 'traveloka', 'traveloka', 'is', 'the', 'best']",2
tanggal kemaren saya ajukan refund alhamdulillah tanggal uang saya sudah kembali ke rekening sempat was karena lihat baca review ada yg uangnya gak balik trimakasih traveloka semoga tetap bisa memberikan pelayanan yg terbaik,Positif,"['tanggal', 'kemaren', 'saya', 'ajukan', 'refund', 'alhamdulillah', 'tanggal', 'uang', 'saya', 'sudah', 'kembali', 'ke', 'rekening', 'sempat', 'was', 'karena', 'lihat', 'baca', 'review', 'ada', 'yg', 'uangnya', 'gak', 'balik', 'trimakasih', 'traveloka', 'semoga', 'tetap', 'bisa', 'memberikan', 'pelayanan', 'yg', 'terbaik']","['tanggal', 'kemaren', 'saya', 'ajukan', 'refund', 'alhamdulillah', 'tanggal', 'uang', 'saya', 'sudah', 'kembali', 'ke', 'rekening', 'sempat', 'was', 'karena', 'lihat', 'baca', 'review', 'ada', 'yang', 'uangnya', 'tidak', 'balik', 'trimakasih', 'traveloka', 'semoga', 'tetap', 'bisa', 'memberikan', 'pelayanan', 'yang', 'terbaik']","['tanggal', 'kemaren', 'saya', 'ajukan', 'refund', 'alhamdulillah', 'tanggal', 'uang', 'saya', 'sudah', 'kembali', 'ke', 'rekening', 'sempat', 'was', 'karena', 'lihat', 'baca', 'review', 'ada', 'yang', 'uangnya', 'tidak', 'balik', 'trimakasih', 'traveloka', 'semoga', 'tetap', 'bisa', 'memberikan', 'pelayanan', 'yang', 'terbaik']","['tanggal', 'kemaren', 'ajukan', 'refund', 'alhamdulillah', 'tanggal', 'uang', 'rekening', 'was', 'lihat', 'baca', 'review', 'uangnya', 'trimakasih', 'traveloka', 'semoga', 'pelayanan', 'terbaik']","['tanggal', 'kemaren', 'aju', 'refund', 'alhamdulillah', 'tanggal', 'uang', 'rekening', 'was', 'lihat', 'baca', 'review', 'uang', 'trimakasih', 'traveloka', 'moga', 'layan', 'baik']",2
sorry ya lu traveloka seakan kasih harapan buat customer nungguin lo nyariin hotel pengganti buat gw luntang lantung gw di hotel jam gak ada kejelasan dan juga pihak hotel santai aja bahkan kaya nyepelein customer gw bawa bayi bln capek seharian diluar niat sampai tu buat istirahat kalau emang hotel lo gak bisa terima pay at hotel di hapus itu metode pembayaran jangan buat kecewa orang gak logis di hari h di cancel sedangkan gw udah booking minggu yg lalu mikirrrrrrr,Negatif,"['sorry', 'ya', 'lu', 'traveloka', 'seakan', 'kasih', 'harapan', 'buat', 'customer', 'nungguin', 'lo', 'nyariin', 'hotel', 'pengganti', 'buat', 'gw', 'luntang', 'lantung', 'gw', 'di', 'hotel', 'jam', 'gak', 'ada', 'kejelasan', 'dan', 'juga', 'pihak', 'hotel', 'santai', 'aja', 'bahkan', 'kaya', 'nyepelein', 'customer', 'gw', 'bawa', 'bayi', 'bln', 'capek', 'seharian', 'diluar', 'niat', 'sampai', 'tu', 'buat', 'istirahat', 'kalau', 'emang', 'hotel', 'lo', 'gak', 'bisa', 'terima', 'pay', 'at', 'hotel', 'di', 'hapus', 'itu', 'metode', 'pembayaran', 'jangan', 'buat', 'kecewa', 'orang', 'gak', 'logis', 'di', 'hari', 'h', 'di', 'cancel', 'sedangkan', 'gw', 'udah', 'booking', 'minggu', 'yg', 'lalu', 'mikirrrrrrr']","['sorry', 'ya', 'lu', 'traveloka', 'seakan', 'kasih', 'harapan', 'buat', 'customer', 'nungguin', 'lo', 'nyariin', 'hotel', 'pengganti', 'buat', 'saya', 'luntang', 'lantung', 'saya', 'di', 'hotel', 'jam', 'tidak', 'ada', 'kejelasan', 'dan', 'juga', 'pihak', 'hotel', 'santai', 'saja', 'bahkan', 'kaya', 'nyepelein', 'customer', 'saya', 'bawa', 'bayi', 'bln', 'capek', 'seharian', 'diluar', 'niat', 'sampai', 'itu', 'buat', 'istirahat', 'kalau', 'emang', 'hotel', 'lo', 'tidak', 'bisa', 'terima', 'pay', 'at', 'hotel', 'di', 'hapus', 'itu', 'metode', 'pembayaran', 'jangan', 'buat', 'kecewa', 'orang', 'tidak', 'logis', 'di', 'hari', 'h', 'di', 'cancel', 'sedangkan', 'saya', 'sudah', 'booking', 'minggu', 'yang', 'lalu', 'mikirrrrrrr']","['sorry', 'ya', 'lu', 'traveloka', 'seakan', 'kasih', 'harapan', 'buat', 'customer', 'nungguin', 'lo', 'nyariin', 'hotel', 'pengganti', 'buat', 'saya', 'luntang', 'lantung', 'saya', 'di', 'hotel', 'jam', 'tidak', 'ada', 'kejelasan', 'dan', 'juga', 'pihak', 'hotel', 'santai', 'saja', 'bahkan', 'kaya', 'nyepelein', 'customer', 'saya', 'bawa', 'bayi', 'bln', 'capek', 'seharian', 'diluar', 'niat', 'sampai', 'itu', 'buat', 'istirahat', 'kalau', 'emang', 'hotel', 'lo', 'tidak', 'bisa', 'terima', 'pay', 'at', 'hotel', 'di', 'hapus', 'itu', 'metode', 'pembayaran', 'jangan', 'buat', 'kecewa', 'orang', 'tidak', 'logis', 'di', 'hari', 'h', 'di', 'cancel', 'sedangkan', 'saya', 'sudah', 'booking', 'minggu', 'yang', 'lalu', 'mikirrrrrrr']","['sorry', 'lu', 'traveloka', 'seakan', 'kasih', 'harapan', 'customer', 'nungguin', 'lo', 'nyariin', 'hotel', 'pengganti', 'luntang', 'lantung', 'hotel', 'jam', 'kejelasan', 'hotel', 'santai', 'kaya', 'nyepelein', 'customer', 'bawa', 'bayi', 'bln', 'capek', 'seharian', 'diluar', 'niat', 'istirahat', 'emang', 'hotel', 'lo', 'terima', 'pay', 'at', 'hotel', 'hapus', 'metode', 'pembayaran', 'kecewa', 'orang', 'logis', 'h', 'cancel', 'booking', 'minggu', 'mikirrrrrrr']","['sorry', 'lu', 'traveloka', 'akan', 'kasih', 'harap', 'customer', 'nungguin', 'lo', 'nyariin', 'hotel', 'ganti', 'luntang', 'lantung', 'hotel', 'jam', 'jelas', 'hotel', 'santai', 'kaya', 'nyepelein', 'customer', 'bawa', 'bayi', 'bln', 'capek', 'hari', 'luar', 'niat', 'istirahat', 'emang', 'hotel', 'lo', 'terima', 'pay', 'at', 'hotel', 'hapus', 'metode', 'bayar', 'kecewa', 'orang', 'logis', 'h', 'cancel', 'booking', 'minggu', 'mikirrrrrrr']",0
apa saya yang jadi gaptek yak kok aplikasi ini makin lama makin rumit setiap pembelian tiket pesawat ortomatis diinput asuransi yang sebemarnya ga perlu amat lalu kalau pesan hotel untuk pembayaran selalu diarahka ke cicilan paylater lama saya tinggal juga aplikasi ini,Netral,"['apa', 'saya', 'yang', 'jadi', 'gaptek', 'yak', 'kok', 'aplikasi', 'ini', 'makin', 'lama', 'makin', 'rumit', 'setiap', 'pembelian', 'tiket', 'pesawat', 'ortomatis', 'diinput', 'asuransi', 'yang', 'sebemarnya', 'ga', 'perlu', 'amat', 'lalu', 'kalau', 'pesan', 'hotel', 'untuk', 'pembayaran', 'selalu', 'diarahka', 'ke', 'cicilan', 'paylater', 'lama', 'saya', 'tinggal', 'juga', 'aplikasi', 'ini']","['apa', 'saya', 'yang', 'jadi', 'gaptek', 'yak', 'kok', 'aplikasi', 'ini', 'makin', 'lama', 'makin', 'rumit', 'setiap', 'pembelian', 'tiket', 'pesawat', 'ortomatis', 'diinput', 'asuransi', 'yang', 'sebemarnya', 'tidak', 'perlu', 'amat', 'lalu', 'kalau', 'pesan', 'hotel', 'untuk', 'pembayaran', 'selalu', 'diarahka', 'ke', 'cicilan', 'paylater', 'lama', 'saya', 'tinggal', 'juga', 'aplikasi', 'ini']","['apa', 'saya', 'yang', 'jadi', 'gaptek', 'yak', 'kok', 'aplikasi', 'ini', 'makin', 'lama', 'makin', 'rumit', 'setiap', 'pembelian', 'tiket', 'pesawat', 'ortomatis', 'diinput', 'asuransi', 'yang', 'sebemarnya', 'tidak', 'perlu', 'amat', 'lalu', 'kalau', 'pesan', 'hotel', 'untuk', 'pembayaran', 'selalu', 'diarahka', 'ke', 'cicilan', 'paylater', 'lama', 'saya', 'tinggal', 'juga', 'aplikasi', 'ini']","['gaptek', 'yak', 'aplikasi', 'lama', 'rumit', 'pembelian', 'tiket', 'pesawat', 'ortomatis', 'diinput', 'asuransi', 'sebemarnya', 'pesan', 'hotel', 'pembayaran', 'diarahka', 'cicilan', 'paylater', 'lama', 'tinggal', 'aplikasi']","['gaptek', 'yak', 'aplikasi', 'lama', 'rumit', 'beli', 'tiket', 'pesawat', 'ortomatis', 'diinput', 'asuransi', 'bar', 'pesan', 'hotel', 'bayar', 'diarahka', 'cicil', 'paylater', 'lama', 'tinggal', 'aplikasi']",1
auto bintang lima lagi karena tpaylater nya sudah bisa di pakai thanks,Positif,"['auto', 'bintang', 'lima', 'lagi', 'karena', 'tpaylater', 'nya', 'sudah', 'bisa', 'di', 'pakai', 'thanks']","['auto', 'bintang', 'lima', 'lagi', 'karena', 'paylater', 'nya', 'sudah', 'bisa', 'di', 'pakai', 'terima kasih']","['auto', 'bintang', 'lima', 'lagi', 'karena', 'paylater', 'nya', 'sudah', 'bisa', 'di', 'pakai', 'terima kasih']","['auto', 'bintang', 'paylater', 'pakai', 'terima kasih']","['auto', 'bintang', 'paylater', 'pakai', 'terima kasih']",2
gimana ini saya udah download tapi kalau mau daftar kesalahan terus padahal udah versi terbaru,Netral,"['gimana', 'ini', 'saya', 'udah', 'download', 'tapi', 'kalau', 'mau', 'daftar', 'kesalahan', 'terus', 'padahal', 'udah', 'versi', 'terbaru']","['bagaimana', 'ini', 'saya', 'sudah', 'download', 'tapi', 'kalau', 'mau', 'daftar', 'kesalahan', 'terus', 'padahal', 'sudah', 'versi', 'terbaru']","['bagaimana', 'ini', 'saya', 'sudah', 'download', 'tapi', 'kalau', 'mau', 'daftar', 'kesalahan', 'terus', 'padahal', 'sudah', 'versi', 'terbaru']","['download', 'tapi', 'daftar', 'kesalahan', 'versi', 'terbaru']","['download', 'tapi', 'daftar', 'salah', 'versi', 'baru']",1
sangat memudahkan kita dlm perjalanan busnis maupun liburan sukses selalu tr aveloka,Positif,"['sangat', 'memudahkan', 'kita', 'dlm', 'perjalanan', 'busnis', 'maupun', 'liburan', 'sukses', 'selalu', 'tr', 'aveloka']","['sangat', 'memudahkan', 'kita', 'dalam', 'perjalanan', 'busnis', 'maupun', 'liburan', 'sukses', 'selalu', 'tr', 'aveloka']","['sangat', 'memudahkan', 'kita', 'dalam', 'perjalanan', 'busnis', 'maupun', 'liburan', 'sukses', 'selalu', 'tr', 'aveloka']","['memudahkan', 'perjalanan', 'busnis', 'liburan', 'sukses', 'tr', 'aveloka']","['mudah', 'jalan', 'busnis', 'libur', 'sukses', 'tr', 'aveloka']",2
skor saya menurun dikarenakan sudah tidak bisa belanja online tolong di atur pihak traveloka rata transaksi memang banyak belanja di online bayar listrik dulu bisa sekarang gak bisa lagi bisa undur dari traveloka kalau bgini,Negatif,"['skor', 'saya', 'menurun', 'dikarenakan', 'sudah', 'tidak', 'bisa', 'belanja', 'online', 'tolong', 'di', 'atur', 'pihak', 'traveloka', 'rata', 'transaksi', 'memang', 'banyak', 'belanja', 'di', 'online', 'bayar', 'listrik', 'dulu', 'bisa', 'sekarang', 'gak', 'bisa', 'lagi', 'bisa', 'undur', 'dari', 'traveloka', 'kalau', 'bgini']","['skor', 'saya', 'menurun', 'dikarenakan', 'sudah', 'tidak', 'bisa', 'belanja', 'online', 'tolong', 'di', 'atur', 'pihak', 'traveloka', 'rata', 'transaksi', 'memang', 'banyak', 'belanja', 'di', 'online', 'bayar', 'listrik', 'dulu', 'bisa', 'sekarang', 'tidak', 'bisa', 'lagi', 'bisa', 'undur', 'dari', 'traveloka', 'kalau', 'bgini']","['skor', 'saya', 'menurun', 'dikarenakan', 'sudah', 'tidak', 'bisa', 'belanja', 'online', 'tolong', 'di', 'atur', 'pihak', 'traveloka', 'rata', 'transaksi', 'memang', 'banyak', 'belanja', 'di', 'online', 'bayar', 'listrik', 'dulu', 'bisa', 'sekarang', 'tidak', 'bisa', 'lagi', 'bisa', 'undur', 'dari', 'traveloka', 'kalau', 'bgini']","['skor', 'menurun', 'belanja', 'online', 'tolong', 'atur', 'traveloka', 'transaksi', 'belanja', 'online', 'bayar', 'listrik', 'undur', 'traveloka', 'bgini']","['skor', 'turun', 'belanja', 'online', 'tolong', 'atur', 'traveloka', 'transaksi', 'belanja', 'online', 'bayar', 'listrik', 'undur', 'traveloka', 'bgini']",0
kecewa bngt pakai traveloka malam di telp menanyakan pembayaran paylater nya padahal blm jatuh tempo dan gak pernah telat bayar cukup via email ato wa buat mengingatkan harusnya gak perlu telp kecuali lewat jatuh tempo udh gt gak sopan bgt nada nya gk recomend bngt,Negatif,"['kecewa', 'bngt', 'pakai', 'traveloka', 'malam', 'di', 'telp', 'menanyakan', 'pembayaran', 'paylater', 'nya', 'padahal', 'blm', 'jatuh', 'tempo', 'dan', 'gak', 'pernah', 'telat', 'bayar', 'cukup', 'via', 'email', 'ato', 'wa', 'buat', 'mengingatkan', 'harusnya', 'gak', 'perlu', 'telp', 'kecuali', 'lewat', 'jatuh', 'tempo', 'udh', 'gt', 'gak', 'sopan', 'bgt', 'nada', 'nya', 'gk', 'recomend', 'bngt']","['kecewa', 'bngt', 'pakai', 'traveloka', 'malam', 'di', 'telpon', 'menanyakan', 'pembayaran', 'paylater', 'nya', 'padahal', 'blm', 'jatuh', 'tempo', 'dan', 'tidak', 'pernah', 'telat', 'bayar', 'cukup', 'via', 'email', 'ato', 'aplikasi', 'buat', 'mengingatkan', 'harusnya', 'tidak', 'perlu', 'telpon', 'kecuali', 'lewat', 'jatuh', 'tempo', 'udh', 'gt', 'tidak', 'sopan', 'banget', 'nada', 'nya', 'tidak', 'rekomendasi', 'bngt']","['kecewa', 'bngt', 'pakai', 'traveloka', 'malam', 'di', 'telpon', 'menanyakan', 'pembayaran', 'paylater', 'nya', 'padahal', 'blm', 'jatuh', 'tempo', 'dan', 'tidak', 'pernah', 'telat', 'bayar', 'cukup', 'via', 'email', 'ato', 'aplikasi', 'buat', 'mengingatkan', 'harusnya', 'tidak', 'perlu', 'telpon', 'kecuali', 'lewat', 'jatuh', 'tempo', 'udh', 'gt', 'tidak', 'sopan', 'banget', 'nada', 'nya', 'tidak', 'rekomendasi', 'bngt']","['kecewa', 'bngt', 'pakai', 'traveloka', 'malam', 'telpon', 'pembayaran', 'paylater', 'blm', 'jatuh', 'tempo', 'telat', 'bayar', 'via', 'email', 'ato', 'aplikasi', 'telpon', 'kecuali', 'jatuh', 'tempo', 'udh', 'gt', 'sopan', 'banget', 'nada', 'rekomendasi', 'bngt']","['kecewa', 'bngt', 'pakai', 'traveloka', 'malam', 'telpon', 'bayar', 'paylater', 'blm', 'jatuh', 'tempo', 'telat', 'bayar', 'via', 'email', 'ato', 'aplikasi', 'telpon', 'kecuali', 'jatuh', 'tempo', 'udh', 'gt', 'sopan', 'banget', 'nada', 'rekomendasi', 'bngt']",0
makin kesini traveloka makin aneh buat cari hotel tidak bisa terus searc hotel sudah pakai paket data sudah di hapus data dan login lagi masih tetap gk bisa,Negatif,"['makin', 'kesini', 'traveloka', 'makin', 'aneh', 'buat', 'cari', 'hotel', 'tidak', 'bisa', 'terus', 'searc', 'hotel', 'sudah', 'pakai', 'paket', 'data', 'sudah', 'di', 'hapus', 'data', 'dan', 'login', 'lagi', 'masih', 'tetap', 'gk', 'bisa']","['makin', 'kesini', 'traveloka', 'makin', 'aneh', 'buat', 'cari', 'hotel', 'tidak', 'bisa', 'terus', 'searc', 'hotel', 'sudah', 'pakai', 'paket', 'data', 'sudah', 'di', 'hapus', 'data', 'dan', 'login', 'lagi', 'masih', 'tetap', 'tidak', 'bisa']","['makin', 'kesini', 'traveloka', 'makin', 'aneh', 'buat', 'cari', 'hotel', 'tidak', 'bisa', 'terus', 'searc', 'hotel', 'sudah', 'pakai', 'paket', 'data', 'sudah', 'di', 'hapus', 'data', 'dan', 'login', 'lagi', 'masih', 'tetap', 'tidak', 'bisa']","['kesini', 'traveloka', 'aneh', 'cari', 'hotel', 'searc', 'hotel', 'pakai', 'paket', 'data', 'hapus', 'data', 'login']","['kesini', 'traveloka', 'aneh', 'cari', 'hotel', 'searc', 'hotel', 'pakai', 'paket', 'data', 'hapus', 'data', 'login']",0
mau tanya berapa verifikasinya payleter nya karna sudah jam kog masih proses saja saya kasih bintang tiga dl krn lama prosesnya kalu di acc baru bintang lima,Netral,"['mau', 'tanya', 'berapa', 'verifikasinya', 'payleter', 'nya', 'karna', 'sudah', 'jam', 'kog', 'masih', 'proses', 'saja', 'saya', 'kasih', 'bintang', 'tiga', 'dl', 'krn', 'lama', 'prosesnya', 'kalu', 'di', 'acc', 'baru', 'bintang', 'lima']","['mau', 'tanya', 'berapa', 'verifikasinya', 'paylater', 'nya', 'karena', 'sudah', 'jam', 'kog', 'masih', 'proses', 'saja', 'saya', 'kasih', 'bintang', 'tiga', 'dulu', 'karena', 'lama', 'prosesnya', 'kalu', 'di', 'setujui', 'baru', 'bintang', 'lima']","['mau', 'tanya', 'berapa', 'verifikasinya', 'paylater', 'nya', 'karena', 'sudah', 'jam', 'kog', 'masih', 'proses', 'saja', 'saya', 'kasih', 'bintang', 'tiga', 'dulu', 'karena', 'lama', 'prosesnya', 'kalu', 'di', 'setujui', 'baru', 'bintang', 'lima']","['verifikasinya', 'paylater', 'jam', 'kog', 'proses', 'kasih', 'bintang', 'lama', 'prosesnya', 'kalu', 'setujui', 'bintang']","['verifikasi', 'paylater', 'jam', 'kog', 'proses', 'kasih', 'bintang', 'lama', 'proses', 'kalu', 'tuju', 'bintang']",1
mudah menyenangkan dimanapun kapanpun,Positif,"['mudah', 'menyenangkan', 'dimanapun', 'kapanpun']","['mudah', 'menyenangkan', 'dimanapun', 'kapanpun']","['mudah', 'menyenangkan', 'dimanapun', 'kapanpun']","['mudah', 'menyenangkan', 'dimanapun']","['mudah', 'senang', 'mana']",2
